2016-07-09T07:53:18.509532Z,Temp,32.82
2016-07-09T07:53:10.540002Z,GRV,1.001
2016-07-09T07:53:10.539990Z,Sal,1.08
2016-07-09T07:53:10.539978Z,TDS,1149
2016-07-09T07:53:10.539965Z,EC,2127
2016-07-09T07:53:10.539953Z,PH,4.479
2016-07-09T07:53:10.539938Z,ORP,308.0
2016-07-09T07:53:10.539920Z,DO,9.40
2016-07-09T07:53:10.539885Z,Temp,32.82
2016-07-09T07:52:53.154018Z,EC,2129
2016-07-09T07:52:53.154006Z,PH,4.475
2016-07-09T07:52:53.153992Z,ORP,308.0
2016-07-09T07:52:53.153975Z,DO,9.40
2016-07-09T07:52:53.153937Z,Temp,33.06
2016-07-09T07:52:25.897466Z,GRV,1.001
2016-07-09T07:52:25.897454Z,Sal,1.08
2016-07-09T07:52:25.897442Z,TDS,1149
2016-07-09T07:52:25.897430Z,EC,2129
2016-07-09T07:52:25.897417Z,PH,4.475
2016-07-09T07:52:25.897404Z,ORP,308.3
2016-07-09T07:52:25.897388Z,DO,9.41
2016-07-09T07:52:25.897355Z,Temp,32.82
2016-07-09T07:52:16.808829Z,EC,2130
2016-07-09T07:52:16.808817Z,PH,4.465
2016-07-09T07:52:16.808805Z,ORP,308.3
2016-07-09T07:52:16.808789Z,DO,9.41
2016-07-09T07:52:16.808752Z,Temp,32.82
2016-07-09T07:51:50.228487Z,GRV,1.001
2016-07-09T07:51:50.228474Z,Sal,1.08
2016-07-09T07:51:50.228463Z,TDS,1150
2016-07-09T07:51:50.228450Z,EC,2130
2016-07-09T07:51:50.228438Z,PH,4.465
2016-07-09T07:51:50.228424Z,ORP,308.7
2016-07-09T07:51:50.228407Z,DO,9.36
2016-07-09T07:51:50.228363Z,Temp,33.31
2016-07-09T07:51:42.027199Z,EC,2131
2016-07-09T07:51:42.027182Z,PH,4.459
2016-07-09T07:51:42.027169Z,ORP,308.7
2016-07-09T07:51:42.027152Z,DO,9.36
2016-07-09T07:51:42.027113Z,Temp,33.06
2016-07-09T07:51:24.840240Z,GRV,1.001
2016-07-09T07:51:24.840227Z,Sal,1.08
2016-07-09T07:51:24.840214Z,TDS,1150
2016-07-09T07:51:24.840202Z,EC,2131
2016-07-09T07:51:24.840188Z,PH,4.459
2016-07-09T07:51:24.840175Z,ORP,309.1
2016-07-09T07:51:24.840158Z,DO,9.38
2016-07-09T07:51:24.840123Z,Temp,33.31
2016-07-09T07:51:07.427889Z,EC,2133
2016-07-09T07:51:07.427876Z,PH,4.463
2016-07-09T07:51:07.427861Z,ORP,309.1
2016-07-09T07:51:07.427843Z,DO,9.38
2016-07-09T07:51:07.427801Z,Temp,33.06
2016-07-09T07:50:50.110208Z,GRV,1.001
2016-07-09T07:50:50.110196Z,Sal,1.08
2016-07-09T07:50:50.110181Z,TDS,1152
2016-07-09T07:50:50.110161Z,EC,2133
2016-07-09T07:50:50.110144Z,PH,4.463
