2017-04-02T04:56:54.538550Z,PH,6.063
2017-04-02T04:56:54.538536Z,ORP,
2017-04-02T04:56:54.538504Z,DO,9.00
2017-04-02T04:56:41.320327Z,MapLocation,"3.036508,101.6988646"
2017-04-02T04:56:41.320311Z,Sal,1.48
2017-04-02T04:56:41.320319Z,GRV,1.001
2017-04-02T04:56:41.320303Z,TDS,1543
2017-04-02T04:56:41.320295Z,Temp,31.34
2017-04-02T04:56:41.320286Z,EC,2857
2017-04-02T04:56:41.320276Z,PH,6.060
2017-04-02T04:56:41.320262Z,ORP,
2017-04-02T04:56:41.320226Z,DO,9.08
2017-04-02T04:56:30.490545Z,GRV,1.001
2017-04-02T04:56:30.490552Z,MapLocation,"3.036508,101.6988646"
2017-04-02T04:56:30.490538Z,Sal,1.48
2017-04-02T04:56:30.490531Z,TDS,1542
2017-04-02T04:56:30.490524Z,Temp,31.59
2017-04-02T04:56:30.490516Z,EC,2857
2017-04-02T04:56:30.490507Z,PH,6.066
2017-04-02T04:56:30.490492Z,ORP,
2017-04-02T04:56:30.490432Z,DO,9.11
2017-04-02T04:56:17.583751Z,GRV,1.001
2017-04-02T04:56:17.583760Z,MapLocation,"3.036508,101.6988646"
2017-04-02T04:56:17.583743Z,Sal,1.47
2017-04-02T04:56:17.583734Z,TDS,1540
2017-04-02T04:56:17.583725Z,Temp,31.59
2017-04-02T04:56:17.583704Z,PH,6.061
2017-04-02T04:56:17.583714Z,EC,2853
2017-04-02T04:56:17.583689Z,ORP,
2017-04-02T04:56:17.583651Z,DO,9.12
2017-04-02T04:56:06.429594Z,GRV,1.001
2017-04-02T04:56:06.429601Z,MapLocation,"3.036508,101.6988646"
2017-04-02T04:56:06.429582Z,Sal,1.47
2017-04-02T04:56:06.429575Z,TDS,1541
2017-04-02T04:56:06.429568Z,Temp,32.08
2017-04-02T04:56:06.429560Z,EC,2854
2017-04-02T04:56:06.429552Z,PH,6.069
2017-04-02T04:56:06.429541Z,ORP,
2017-04-02T04:56:06.429514Z,DO,9.05
2017-04-02T04:55:53.319159Z,MapLocation,"3.036508,101.6988646"
2017-04-02T04:55:53.319141Z,Sal,1.47
2017-04-02T04:55:53.319151Z,GRV,1.001
2017-04-02T04:55:53.319129Z,TDS,1540
2017-04-02T04:55:53.319120Z,Temp,31.59
2017-04-02T04:55:53.319111Z,EC,2852
2017-04-02T04:55:53.319102Z,PH,6.067
2017-04-02T04:55:53.319088Z,ORP,
2017-04-02T04:55:53.319052Z,DO,9.06
2017-04-02T04:55:42.465235Z,GRV,1.001
2017-04-02T04:55:42.465242Z,MapLocation,"3.036508,101.6988646"
2017-04-02T04:55:42.465228Z,Sal,1.47
2017-04-02T04:55:42.465213Z,Temp,31.34
2017-04-02T04:55:42.465220Z,TDS,1541
2017-04-02T04:55:42.465205Z,EC,2854
2017-04-02T04:55:42.465196Z,PH,6.070
2017-04-02T04:55:42.465182Z,ORP,
2017-04-02T04:55:42.465146Z,DO,9.04
2017-04-02T04:55:30.379573Z,GRV,1.001
2017-04-02T04:55:30.379580Z,MapLocation,"3.036508,101.6988646"
2017-04-02T04:55:30.379566Z,Sal,1.47
2017-04-02T04:55:30.379556Z,TDS,1541
2017-04-02T04:55:30.379549Z,Temp,31.34
2017-04-02T04:55:30.379533Z,PH,6.062
2017-04-02T04:55:30.379542Z,EC,2854
2017-04-02T04:55:30.379522Z,ORP,
2017-04-02T04:55:30.379495Z,DO,8.94
2017-04-02T04:55:18.282358Z,MapLocation,"3.036508,101.6988646"
2017-04-02T04:55:18.282343Z,Sal,1.48
2017-04-02T04:55:18.282350Z,GRV,1.001
2017-04-02T04:55:18.282335Z,TDS,1543
2017-04-02T04:55:18.282327Z,Temp,31.59
2017-04-02T04:55:18.282318Z,EC,2857
2017-04-02T04:55:18.282307Z,PH,6.063
2017-04-02T04:55:18.282293Z,ORP,
2017-04-02T04:55:18.282259Z,DO,8.98
2017-04-02T04:55:05.154224Z,MapLocation,"3.036508,101.6988646"
2017-04-02T04:55:05.154215Z,GRV,1.001
2017-04-02T04:55:05.154206Z,Sal,1.47
2017-04-02T04:55:05.154196Z,TDS,1540
2017-04-02T04:55:05.154185Z,Temp,31.59
2017-04-02T04:55:05.154176Z,EC,2852
2017-04-02T04:55:05.154165Z,PH,6.071
2017-04-02T04:55:05.154151Z,ORP,
2017-04-02T04:55:05.154118Z,DO,9.04
2017-04-02T04:54:54.159168Z,MapLocation,"3.036508,101.6988646"
2017-04-02T04:54:54.159152Z,GRV,1.001
2017-04-02T04:54:54.159030Z,TDS,1541
2017-04-02T04:54:54.159037Z,Sal,1.47
2017-04-02T04:54:54.159021Z,Temp,31.34
2017-04-02T04:54:54.159012Z,EC,2854
2017-04-02T04:54:54.159002Z,PH,6.060
2017-04-02T04:54:54.158990Z,ORP,
2017-04-02T04:54:54.158960Z,DO,9.12
2017-04-02T04:54:42.098460Z,MapLocation,"3.036508,101.6988646"
2017-04-02T04:54:42.098448Z,Sal,1.47
2017-04-02T04:54:42.098454Z,GRV,1.001
2017-04-02T04:54:42.098435Z,Temp,31.83
2017-04-02T04:54:42.098442Z,TDS,1541
2017-04-02T04:54:42.098421Z,PH,6.057
2017-04-02T04:54:42.098428Z,EC,2854
2017-04-02T04:54:42.098411Z,ORP,
2017-04-02T04:54:42.098385Z,DO,9.19
2017-04-02T04:54:28.883401Z,MapLocation,"3.036508,101.6988646"
2017-04-02T04:54:28.883394Z,GRV,1.001
2017-04-02T04:54:28.883387Z,Sal,1.47
2017-04-02T04:54:28.883379Z,TDS,1541
2017-04-02T04:54:28.883371Z,Temp,31.59
2017-04-02T04:54:28.883363Z,EC,2853
2017-04-02T04:54:28.883354Z,PH,6.069
2017-04-02T04:54:28.883342Z,ORP,
2017-04-02T04:54:28.883307Z,DO,9.33
2017-04-02T04:54:17.900719Z,GRV,1.001
